COMPUTADORAS,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,categoria
Servidores,,,,,,
70020627,PCIE NVIDIA 12Gb PNY VCG308012LTFXPPB-TF,U$s 1655.67,$ 480144.30,+10.5%,,INFORMATICA - Placas de Video y TV
70020628,PCIE NVIDIA 12Gb PNY VCG3080T12TFXPPB-TF			,U$s 1896.50,$ 549985.00,+10.5%,,INFORMATICA - Placas de Video y TV
70020611,PCIE NVIDIA 16Gb GIGABYTE RTX 4080 GV-N4080GAMING ,U$s 4536.00,$ 1315440.00,+10.5%,,INFORMATICA - Placas de Video y TV
70020623,PCIE NVIDIA 16Gb MSI RTX 4080 GAMING X TRIO 16G,U$s 4447.59,$ 1289801.10,+10.5%,,INFORMATICA - Placas de Video y TV
70020624,PCIE NVIDIA 16Gb MSI RTX 4080 VENTUS 3X OC 16G	,U$s 4358.11,$ 1263851.90,+10.5%,,INFORMATICA - Placas de Video y TV
70020629,PCIE NVIDIA 20Gb SAPPHIRE 11315-01-20G,U$s 591.12,$ 171423.93,+10.5%,,INFORMATICA - Placas de Video y TV
70020625,PCIE NVIDIA 24Gb MSI RTX 4090 GAMING TRIO 24G,U$s 5684.02,$ 1648367.25,+10.5%,,INFORMATICA - Placas de Video y TV
70020626,PCIE NVIDIA 24Gb MSI RTX 4090 SUPRIM LIQUID X 24G,U$s 5867.38,$ 1701540.20,+10.5%,,INFORMATICA - Placas de Video y TV
70020612,PCIE NVIDIA 2Gb MSI VGA MSI GT 1030 2GD4 LP OC,U$s 354.40,$ 102774.84,+10.5%,,INFORMATICA - Placas de Video y TV
70020614,PCIE NVIDIA 2Gb MSI VGA MSI N730,U$s 217.70,$ 63133.00,+10.5%,,INFORMATICA - Placas de Video y TV
70020616,PCIE NVIDIA 4Gb MSI GTX 1630 VENTUS,U$s 603.43,$ 174995.28,+10.5%,,INFORMATICA - Placas de Video y TV
70020615,PCIE NVIDIA 4Gb MSI VGA MSI N730,U$s 291.11,$ 84422.19,+10.5%,,INFORMATICA - Placas de Video y TV
70020617,PCIE NVIDIA 8Gb MSI RTX 3050 GAMING X 8G,U$s 1294.43,$ 375384.70,+10.5%,,INFORMATICA - Placas de Video y TV
70020618,PCIE NVIDIA 8Gb MSI RTX 3050 VENTUS 2X,U$s 1204.12,$ 349194.80,+10.5%,,INFORMATICA - Placas de Video y TV
70020619,PCIE NVIDIA 8Gb MSI RTX 3070 Ti GAMING X TRIO 8G,U$s 1357.37,$ 393637.30,+10.5%,,INFORMATICA - Placas de Video y TV
70020620,PCIE NVIDIA 8Gb MSI RTX 3070 Ti VENTUS 3X 8G,U$s 1340.41,$ 388718.90,+10.5%,,INFORMATICA - Placas de Video y TV
69142000,Sintonizadora TV Ext KANJI KJVDBOX,U$s 64.32,$ 18652.80,+21%,,INFORMATICA - Placas de Video y TV
586002,Sintonizadora TV Ext NOGA NGS-323,U$s 43.07,$ 12490.30,+21%,Ver Detalles,INFORMATICA - Placas de Video y TV
Placas de Sonido,,,,,,
1115,Placa PCI Sonido 5.1 MANHATTAN 158107,U$s 18.38,$ 5329.91,+10.5%,Ver Detalles,INFORMATICA - Placas de Sonido
30007422,Placa USB Sonido 7.1 KANJI KJSNDBOX Ext Digital,U$s 42.26,$ 12255.40,+10.5%,,INFORMATICA - Placas de Sonido
30007423,Placa USB Sonido 7.1 KANKI KJPVSND8 Ext Portable,U$s 21.78,$ 6316.20,+10.5%,,INFORMATICA - Placas de Sonido
7421,Placa USB Sonido 7.1 MANHATTAN 958776,U$s 7.23,$ 2096.70,+21%,Ver Detalles,INFORMATICA - Placas de Sonido
30007424,Placa USB Sonido 7.1 MILEC 5HV2,U$s 6.20,$ 1797.42,+21%,,INFORMATICA - Placas de Sonido
Camaras WEB,,,,,,
70020432,Webcam 1Mp GTC WCG-001 720P c/Mic,U$s 9.38,$ 2721.07,+21%,,INFORMATICA - Camaras WEB
657000,Webcam 1Mp MILEC PC Camera,U$s 66.09,$ 19167.26,+21%,,INFORMATICA - Camaras WEB
9151,Webcam 1Mp NETMAK NM-WEB01,U$s 24.71,$ 7165.90,+21%,Ver Detalles,INFORMATICA - Camaras WEB
1371,Webcam 1Mp NOGA NGW-158 Inalambrica,U$s 43.51,$ 12617.90,+21%,Ver Detalles,INFORMATICA - Camaras WEB
70020433,Webcam 2Mp GTC WCG-002 1080P c/Mic,U$s 15.89,$ 4606.94,+21%,,INFORMATICA - Camaras WEB
70020239,Webcam 2Mp KELYX WC.MVC01.016,U$s 22.12,$ 6415.09,+21%,,INFORMATICA - Camaras WEB
1730,Webcam 2Mp LOGITECH C920,U$s 115.17,$ 33400.17,+21%,Ver Detalles,INFORMATICA - Camaras WEB
9147,Webcam 2Mp NAXIDO W8N FHD c/Microfono,U$s 52.54,$ 15236.89,+21%,,INFORMATICA - Camaras WEB
9164,Webcam 2Mp SOLARMAX Zoomy 1000 c/Microfono,U$s 26.31,$ 7630.19,+21%,,INFORMATICA - Camaras WEB
Software,,,,,,
69143006,Software Antivirus PANDA 2016 Pro,U$s 13.18,$ 3821.62,+21%,Ver Detalles,INFORMATICA - Software
69143005,Software MICROSOFT GN WINDOWS 10 SL,U$s 86.72,$ 25148.80,+21%,,INFORMATICA - Software
69143000,Software MICROSOFT Windows 10 Profesional Esp ,U$s 152.05,$ 44094.50,+21%,,INFORMATICA - Software
Discos Rigidos,,,,,,
704,Adaptador IDE A SERIAL ATA,U$s 15.20,$ 4408.00,+10.5%,,INFORMATICA - Discos Rigidos
70020240,Adaptador SSD 2.5 a 3.5 MILEC 2535SD2 c/Tornillo,U$s 3.27,$ 949.46,+21%,,INFORMATICA - Discos Rigidos
7748,Adaptador USB M - SATA-IDE MANHATTAN 179195,U$s 58.02,$ 16824.93,+21%,Ver Detalles,INFORMATICA - Discos Rigidos
7531,Adaptador USB M - SATA-IDE NOGA HE2020,U$s 23.39,$ 6784.55,+21%,Ver Detalles,INFORMATICA - Discos Rigidos
6608,Almacenamiento BackUp QNAP TS-231P,U$s 403.30,$ 116957.29,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9516,Caddy MILEC C95 DVD SATA 09.5MM Slim - SATA 2.5,U$s 7.75,$ 2246.92,+21%,,INFORMATICA - Discos Rigidos
9519,Caddy MILEC C96 DVD SATA 12.7MM Slim - SATA 2.5,U$s 10.81,$ 3134.90,+21%,,INFORMATICA - Discos Rigidos
9517,Case 2.5 SATA - USB 2.0 NOGA UB 2.5 SATA,U$s 7.98,$ 2315.07,+21%,,INFORMATICA - Discos Rigidos
6604,Case 2.5 SATA - USB 3.0 Aluminio NOGA CD1 3.0,U$s 14.49,$ 4202.68,+21%,,INFORMATICA - Discos Rigidos
567,Case 2.5 SATA - USB 3.0 Plastico NOGA CD2 3.0,U$s 11.04,$ 3203.05,+21%,,INFORMATICA - Discos Rigidos
6607,Case 2.5 SATA - USB 3.1 Tipo C NOGA CD3 3.1,U$s 26.22,$ 7603.51,+21%,,INFORMATICA - Discos Rigidos
566,Case 3.5 IDE A USB EXT EUROCASE EUKH-3510A,U$s 15.65,$ 4538.50,+21%,,INFORMATICA - Discos Rigidos
505,Case 3.5 IDE-SATA A USB EXT NOGA UB 3.5 S,U$s 33.11,$ 9601.90,+21%,Ver Detalles,INFORMATICA - Discos Rigidos
6606,Case 3.5 SATA a USB Ext NISUTA NSGASA35,U$s 44.21,$ 12821.48,+21%,Ver Detalles,INFORMATICA - Discos Rigidos
5445,Disco 2.5 SATA 0120 Gb TOSHIBA MK125GSX,U$s 18.11,$ 5251.90,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9884,Disco 2.5 SATA 0160 Gb SAMSUNG HM160HI,U$s 21.03,$ 6098.70,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
7628,Disco 2.5 SATA 0250 Gb HGST H2C250854S7,U$s 24.35,$ 7061.50,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
1650,Disco 2.5 SATA 0320 Gb WD WD3200BEVT,U$s 35.18,$ 10201.04,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
7607,Disco 2.5 SATA 0500 Gb WD WD5000BUDT,U$s 40.85,$ 11845.63,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
7780,Disco 2.5 SATA 0650 Gb SAMSUNG HM641JI,U$s 46.94,$ 13612.89,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
1813,Disco 2.5 SATA 1 TB TOSHIBA MQ01AB,U$s 98.00,$ 28420.29,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
7773,Disco 2.5 SATA 2 Tb SEAGATE 1R8174,U$s 98.00,$ 28420.00,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
7774,Disco 2.5 SATA 2 Tb SEAGATE ST2000LM003,U$s 135.29,$ 39235.26,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9899,Disco 3.5 SATA 1 Tb SEAGATE ST1000DM010,U$s 95.29,$ 27635.26,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
2225,Disco 3.5 SATA 1 Tb TOSHIBA DT01ACA,U$s 95.29,$ 27635.26,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9883,Disco 3.5 SATA 1 Tb WD Blue WD10EZEX,U$s 95.29,$ 27635.26,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
7653,Disco 3.5 SATA 2 Tb HITACHI HUA722020ALA33,U$s 81.44,$ 23617.60,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
1314,Disco 3.5 SATA 2 Tb SEAGATE BARRACU,U$s 103.83,$ 30110.70,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9894,Disco 3.5 SATA 2 Tb SEAGATE ST2000VN004,U$s 79.63,$ 23091.54,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9886,Disco 3.5 SATA 2 Tb TOSHIBA DT01ACA100,U$s 128.31,$ 37211.35,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9889,Disco 3.5 SATA 2 Tb WD PURPLE WD20P,U$s 115.95,$ 33625.50,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9887,Disco 3.5 SATA 2 Tb WD RED WD20EFRX,U$s 143.76,$ 41691.85,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
1414,Disco 3.5 SATA 3 Tb SEAGATE BARRACU,U$s 141.31,$ 40978.74,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9888,Disco 3.5 SATA 3 Tb WD Purple WD30PURX,U$s 141.31,$ 40978.74,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9882,Disco 3.5 SATA 4 Tb SEAGATE BARRACUDA,U$s 294.40,$ 85376.29,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9893,Disco 3.5 SATA 4 Tb SEAGATE SKYHAWK ST4000VX0,U$s 294.40,$ 85376.29,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
9891,Disco 3.5 SATA 4 Tb WD Purple WD40PURX,U$s 294.40,$ 85376.29,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
70020005,Disco 3.5 SATA 8 Tb WD Purple WD84PURZ,U$s 429.00,$ 124410.00,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
70020735,Disco SSD 1 Tb HIKVISION E100 SATA,U$s 146.29,$ 42425.26,+10.5%,,INFORMATICA - Discos Rigidos
70020103,Disco SSD 120 Gb MARKVISION MVSD120G25-A1,U$s 48.59,$ 14091.10,+10.5%,,INFORMATICA - Discos Rigidos
70020739,Disco SSD 120 Gb MARKVISION SATA INTERNO BULK,U$s 48.59,$ 14091.10,+10.5%,,INFORMATICA - Discos Rigidos
11238,Disco SSD 240 GB KINGSTON SA400S37/240G,U$s 68.86,$ 19968.82,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
70020014,Disco SSD 240 Gb MARKVISION MVSD240G25-A1,U$s 59.14,$ 17150.89,+10.5%,,INFORMATICA - Discos Rigidos
70020736,Disco SSD 256 GB HIKVISION E100 SATA,U$s 59.15,$ 17154.37,+10.5%,,INFORMATICA - Discos Rigidos
70020738,Disco SSD 480 Gb KINGSTON A400 SATA INTERNO 7,U$s 96.95,$ 28116.37,+10.5%,,INFORMATICA - Discos Rigidos
70020740,Disco SSD 480 Gb MARKVISION SATA INTERNO BULK,U$s 89.94,$ 26082.89,+10.5%,,INFORMATICA - Discos Rigidos
70020737,Disco SSD 512 Gb HIKVISION E100 SATA,U$s 89.82,$ 26048.96,+10.5%,,INFORMATICA - Discos Rigidos
11251,Disco SSD 960 GB KINGSTON SA400S37/960G,U$s 167.07,$ 48450.59,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
70020741,Disco SSD 960 Gb MARKVISION SATA INTERNO BULK,U$s 112.09,$ 32507.26,+10.5%,,INFORMATICA - Discos Rigidos
70020744,Disco SSD M.2 1 Tb KINGSTON SNV2S NVME PCIE,U$s 184.82,$ 53598.96,+10.5%,,INFORMATICA - Discos Rigidos
70020742,Disco SSD M.2 128 Gb GIGABYTE PCIE 4X NVME,U$s 40.13,$ 11637.41,+10.5%,,INFORMATICA - Discos Rigidos
70020745,Disco SSD M.2 250 Gb KINGSTON SNV2S NVME PCIE,U$s 77.48,$ 22469.78,+10.5%,,INFORMATICA - Discos Rigidos
70020743,Disco SSD M.2 512 Gb HIKVISION G64000E NVME GE,U$s 192.99,$ 55966.52,+10.5%,,INFORMATICA - Discos Rigidos
70020322,Disco USB 1 Tb TOSHIBA Canvio HDTB410XK3AA,U$s 151.76,$ 44011.85,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
70020323,Disco USB 2 Tb TOSHIBA Canvio HDTB420XK3AA,U$s 190.59,$ 55270.52,+10.5%,,INFORMATICA - Discos Rigidos
338,Disco USB 4 Tb SEAGATE STEA4000400,U$s 305.88,$ 88705.78,+10.5%,Ver Detalles,INFORMATICA - Discos Rigidos
6605,Dock Station NISUTA NS-DOHD2,U$s 74.90,$ 21719.84,+21%,Ver Detalles,INFORMATICA - Discos Rigidos
2486,Kit Adaptador SATA A USB C/Alimentacion,U$s 50.59,$ 14671.10,+10.5%,,INFORMATICA - Discos Rigidos
69125000,Kit Removible HD SATA 3.5 NOGA RB-06SATA,U$s 9.85,$ 2856.50,+10.5%,,INFORMATICA - Discos Rigidos
Gabinetes y Fuentes,,,,,,
1225,Cooler 080X080MM NETMAK NM-8025,U$s 4.88,$ 1416.36,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
79114018,Cooler 120x120mm NETMAK NM-12025T Transp Led Azul,U$s 7.42,$ 2152.96,+21%,,INFORMATICA - Gabinetes y Fuentes
69114029,Fuente ATX 0450W GIGABYTE GP-P450B/AR 80+ Bronce,U$s 57.74,$ 16743.73,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
323,Fuente ATX 0500W FALCOM KC-EAA-500 Slim Mini 12.5X,U$s 27.43,$ 7954.41,+21%,,INFORMATICA - Gabinetes y Fuentes
69114002,Fuente ATX 0500W OVERTECH GX-6500,U$s 20.48,$ 5938.91,+21%,,INFORMATICA - Gabinetes y Fuentes
69114013,Fuente ATX 0500W SOLARMAX KC-CDA-500,U$s 22.49,$ 6522.97,+21%,,INFORMATICA - Gabinetes y Fuentes
70020108,Fuente ATX 0550W CORSAIR CP-9020210-AR  CV550 80 P,U$s 76.36,$ 22143.53,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
69114039,Fuente ATX 0550W LNZ PX550-FS,U$s 25.66,$ 7441.40,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
8798,Fuente ATX 0550W NOGA ATX-550 P4,U$s 20.48,$ 5938.91,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
70020312,Fuente ATX 0550W SENTEY SNP550 80 Plus,U$s 54.72,$ 15868.22,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
69114047,Fuente ATX 0550W THERMALTAKE LitePower LTP-550NL2N,U$s 77.30,$ 22417.58,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
70020369,Fuente ATX 0600W AEROCOOL Cylon 80+ Bronce,U$s 64.74,$ 18775.18,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
69114005,Fuente ATX 0600W GAMEMAX VP-600 80 Plus Bronce,U$s 121.38,$ 35199.04,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
1202,Fuente ATX 0600W NOGA ATX-600 NB,U$s 24.76,$ 7181.56,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
19900,Fuente ATX 0600W THERMALTAKE Smart PS-SPD-0600NPCW,U$s 117.16,$ 33975.82,+21%,,INFORMATICA - Gabinetes y Fuentes
70020064,Fuente ATX 0650W CORSAIR CP-9020236-AR,U$s 93.58,$ 27138.20,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
328,Fuente ATX 0650W GAMEMAX GP-650 80 Plus,U$s 130.50,$ 37845.00,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
69114043,Fuente ATX 0650W SENTEY SNP650-GS 80 Plus,U$s 63.68,$ 18466.62,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
70020328,Fuente ATX 0700W AEROCOOL Cylon 80+ Bronce,U$s 77.25,$ 22401.63,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
69114044,Fuente ATX 0700W GAMEMAX VP-700,U$s 124.71,$ 36166.19,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
70020258,Fuente ATX 0700W SENTEY HBP700-GS 80 Plus,U$s 76.06,$ 22055.95,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
69114040,Fuente ATX 0700W THERMALTAKE Smart PS-SP-700AH2NKW,U$s 91.66,$ 26581.11,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
69114045,Fuente ATX 0800W GAMEMAX VP-800 80 Plus Bronce,U$s 133.14,$ 38610.60,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
70020306,Fuente ATX 0850W GIGABYTE GP-P850GM 80+ Gold Modul,U$s 212.53,$ 61634.86,+21%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
70020725,Fuente Corsair RM750X 750W 80 Plus Gold Fully Modu,U$s 210.89,$ 61159.26,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020726,Fuente Gigabyte 550W 80 plus Bronze,U$s 122.40,$ 35496.00,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020727,Fuente Gigabyte 650W 80 plus Bronze,U$s 146.42,$ 42462.96,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020728,Fuente MSI MPG A750GF 750W 80 Plus Gold Modular,U$s 203.79,$ 59098.52,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020729,Fuente MSI MPG A850GF 850W 80 Plus Gold Modula,U$s 227.65,$ 66017.63,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020730,Fuente Thermaltake Smart BM2 650W 80+ Bronze Semi ,U$s 151.11,$ 43820.74,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020731,Fuente Thermaltake Toughpower GF1 1000W 80+ Gold M,U$s 335.02,$ 97156.96,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020732,Fuente Thermaltake Toughpower GF1 650W 80+ Gold Mo,U$s 185.38,$ 53759.04,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020733,Fuente Thermaltake Toughpower GF1 750W 80+ Gold Mo,U$s 203.25,$ 58941.63,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020734,Fuente Thermaltake Toughpower GF1 850W 80+ Gold Mo,U$s 235.69,$ 68351.26,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020538,Gabinete CORSAIR 220T RGB CC-9011190-WW	,U$s 307.31,$ 89121.35,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020539,Gabinete CORSAIR 220T RGB CC-9011191-WW,U$s 318.19,$ 92273.65,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020516,Gabinete CORSAIR 4000D Airflow CC-9011201-WW,U$s 256.68,$ 74437.78,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020517,Gabinete CORSAIR 5000D Airflow CC-9011210-WW,U$s 424.73,$ 123172.86,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020519,Gabinete CORSAIR Airflow 275R CC-9011181-WW,U$s 181.41,$ 52610.06,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020520,Gabinete CORSAIR Carbide CC-9011166-WW,U$s 211.34,$ 61290.05,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020548,Gabinete CORSAIR Crystal CC-9011168-WW,U$s 566.04,$ 164152.47,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020522,Gabinete CORSAIR Crystal CC-9011169-WW,U$s 566.04,$ 164152.47,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020546,Gabinete CORSAIR Graphite CC-9011063-WW,U$s 428.52,$ 124269.64,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020523,Gabinete CORSAIR Graphite CC-9011073-WW,U$s 428.52,$ 124269.64,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020525,Gabinete CORSAIR Graphite CC-9011074-WW,U$s 441.75,$ 128107.79,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020526,Gabinete CORSAIR iCUE CC-9011204-WW,U$s 346.47,$ 100476.59,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020527,Gabinete CORSAIR iCUE CC-9011205-WW,U$s 376.74,$ 109254.31,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020531,Gabinete CORSAIR iCUE CC-9011212-WW,U$s 493.74,$ 143183.73,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020532,Gabinete CORSAIR iCUE CC-9011213-WW,U$s 493.74,$ 143183.73,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020533,Gabinete CORSAIR iCUE CC-9011226-WW,U$s 660.12,$ 191433.35,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020534,Gabinete CORSAIR iCUE CC-9011227-WW,U$s 666.31,$ 193230.77,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020528,Gabinete CORSAIR ICUE CC-9011230-WW,U$s 731.31,$ 212079.61,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020529,Gabinete CORSAIR ICUE CC-9011231-WW,U$s 730.13,$ 211738.86,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020530,Gabinete CORSAIR iCUE CC-9011233-WW,U$s 706.90,$ 205001.58,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020560,Gabinete CORSAIR Obsidian CC-9011049-WW,U$s 281.83,$ 81730.41,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020537,Gabinete CORSAIR Obsidian CC-9011139-WW,U$s 576.19,$ 167093.94,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020441,Gabinete Gamer KANJI KJ-GAMEZ232 RBG,U$s 59.38,$ 17219.04,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020896,Gabinete Gamer SYX Rager S/Fuente,U$s 113.21,$ 32830.03,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020562,Gabinete GIGABYTE AC300G AORUS Mid-Tower,U$s 379.78,$ 110136.78,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020563,Gabinete GIGABYTE C200G Mid-Tower TG ATX Black,U$s 252.99,$ 73368.26,+10.5%,,INFORMATICA - Gabinetes y Fuentes
69127008,Gabinete KIT SFX SFX-782 (G/F/T/P/M) Gris,U$s 89.59,$ 25980.52,+10.5%,,INFORMATICA - Gabinetes y Fuentes
69127000,Gabinete KIT SOLARMAX CM-5908 (G/F/T/P/M) Gris,U$s 89.59,$ 25980.52,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020564,Gabinete MSI MAG FORGE 111R,U$s 204.07,$ 59179.72,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020565,Gabinete MSI MAG FORGE M100A,U$s 172.67,$ 50074.88,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020566,Gabinete MSI MPG GUNGNIR 110R WHITE,U$s 376.74,$ 109254.60,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020567,Gabinete MSI MPG GUNGNIR 111R,U$s 347.76,$ 100850.40,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020568,Gabinete MSI MPG SEKIRA 100R,U$s 269.50,$ 78156.16,+10.5%,,INFORMATICA - Gabinetes y Fuentes
1593,Gabinete SENTEY F10 RGB (G/F/RGB) Neg,U$s 75.25,$ 21821.63,+10.5%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
1757,Gabinete SHURE ATX-119 RACKEABLE (S/FUENTE),U$s 158.37,$ 45927.30,+10.5%,Ver Detalles,INFORMATICA - Gabinetes y Fuentes
70020571,Gabinete TT AH T200 CA-1R4-00S1WN-00,U$s 429.14,$ 124451.76,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020570,Gabinete TT AH T200 CA-1R4-00S6WN-00,U$s 429.39,$ 124521.94,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020569,Gabinete TT AH T200 CA-1R4-00SAWN-00,U$s 430.43,$ 124825.57,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020572,Gabinete TT AH T600 CA-1Q4-00M1WN-00,U$s 641.87,$ 186143.46,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020573,Gabinete TT AH T600 CA-1Q4-00M6WN-00,U$s 641.87,$ 186142.88,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020574,Gabinete TT Core P6 CA-1V2-00M1WN-00,U$s 475.83,$ 137992.15,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020575,Gabinete TT Core P6 CA-1V2-00M6WN-00,U$s 490.15,$ 142142.92,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020576,Gabinete TT Core P6 CA-1V2-00MBWN-00,U$s 491.40,$ 142506.87,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020577,Gabinete TT Divider 300 CA-1S2-00M1WN-01,U$s 348.71,$ 101125.32,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020578,Gabinete TT Divider 300 CA-1S2-00M6WN-01,U$s 361.03,$ 104697.54,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020579,Gabinete TT Divider 370 CA-1S4-00M1WN-00,U$s 310.95,$ 90176.95,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020581,Gabinete TT H570 CA-1T9-00M1WN-01,U$s 248.54,$ 72075.44,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020582,Gabinete TT H570 CA-1T9-00M6WN-01,U$s 256.76,$ 74461.27,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020584,Gabinete TT H700 CA-1Y1-00M6WN-00,U$s 247.94,$ 71902.31,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020585,Gabinete TT Level CA-1P8-00M1WN-00,U$s 410.55,$ 119059.21,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020586,Gabinete TT S200 CA-1X2-00M6WN-00,U$s 190.59,$ 55271.39,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020587,Gabinete TT The Tower CA-1X1-00M1WN-00	,U$s 411.77,$ 119414.46,+10.5%,,INFORMATICA - Gabinetes y Fuentes
70020588,Gabinete TT The Tower CA-1X1-00M6WN-00,U$s 429.66,$ 124601.69,+10.5%,,INFORMATICA - Gabinetes y Fuentes
