Unnamed: 0,Accesorios / Auriculares,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
0414757,Teclado Logitech Wireless MX Mini Graphite  920-010846,Logitech,920-010846,US$,250.91,10.50,0.00,Accesorios / Teclados
0415053,Teclado Razer Huntsman Mini 60% Optical Switch Purple Mercury Edition (5756),Razer,RZ03-03390300-R3M1,US$,181.51,10.50,0.00,Accesorios / Teclados
0415054,Teclado Razer Huntsman V2 Analog Optical SP Layout Black (6692),Razer,RZ03-03610700-R311,US$,449.78,10.50,0.00,Accesorios / Teclados
0415056,Teclado Razer Huntsman V2 Tenkeyless Optimal Switch Purple US Layout Black,Razer,RZ03-03940400-R3U1,US$,254.63,10.50,0.00,Accesorios / Teclados
0412334,Teclado Genius SlimStar 230 USB White (7578),Genius,31310010403,US$,28.00,10.50,0.00,Accesorios / Teclados
0411163,Teclado Genius Smart KB-100 Black USB (5574),Genius,31300005401,US$,35.65,10.50,0.00,Accesorios / Teclados
0411165,Teclado Genius Smart KB-102 Black USB (5611),Genius,31300007401,US$,35.31,10.50,0.00,Accesorios / Teclados
0414133,Teclado HyperX Alloy Origins 60 Switch HyperX HKBO1S-RB-US/G (8948),HyperX Perifericos,4P5N4AA#ABA,US$,140.46,10.50,0.00,Accesorios / Teclados
0408130,Teclado Logitech Bluetooth K380 Grey 920-007562,Logitech,920-007562,US$,73.09,10.50,0.00,Accesorios / Teclados
0412270,Teclado Logitech Bluetooth K380 Rose 920-009594,Logitech,920-009594,US$,73.09,10.50,0.00,Accesorios / Teclados
0412271,Teclado Logitech Bluetooth K380 White 920-009595,Logitech,920-009595,US$,73.09,10.50,0.00,Accesorios / Teclados
0408132,Teclado Logitech Bluetooth K480 Black 920-006346,Logitech,920-006346,US$,83.50,10.50,0.00,Accesorios / Teclados
0412612,Teclado Logitech G513 RGB Español Lightsync Carbon 920-009323,Logitech,920-009323,US$,189.25,10.50,0.00,Accesorios / Teclados
0412038,Teclado Logitech G915 Mechanical RGB Wifi 920-008902,Logitech,920-008902,US$,306.68,10.50,0.00,Accesorios / Teclados
0412540,Teclado Logitech G915 TKL Black Mech  RGB Wifi 920-009495,Logitech,920-009495,US$,306.68,10.50,0.00,Accesorios / Teclados
0413100,Teclado Logitech G915 TKL White Mech RGB Wifi 920-009660,Logitech,920-009660,US$,306.68,10.50,0.00,Accesorios / Teclados
0405277,Teclado Logitech K120 Black 920-004422,Logitech,920-004422,US$,26.57,10.50,0.00,Accesorios / Teclados
0413461,Teclado Logitech K835TKL Mecanico 920-010085,Logitech,920-010085,US$,85.06,10.50,0.00,Accesorios / Teclados
0412477,Teclado Logitech PRO Mechanical RGB Lightsync 920-009388,Logitech,920-009388,US$,218.64,10.50,0.00,Accesorios / Teclados
0412362,Teclado Logitech PRO X Mechanical RGB Lightsync 920-009229,Logitech,920-009229,US$,194.18,10.50,0.00,Accesorios / Teclados
0408004,Teclado Logitech TOUCH K400 PLUS Dark 920-007123,Logitech,920-007123,US$,71.91,10.50,0.00,Accesorios / Teclados
0412819,Teclado Logitech Wireless MX Keys Retroiluminado 920-009296,Logitech,920-009296,US$,195.62,10.50,0.00,Accesorios / Teclados
,Accesorios / Web Cam,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415182,Web Cam Logitech Brio 300 Graphite Full HD 960-001413,Logitech,960-001413,US$,93.06,21.00,0.00,Accesorios / Web Cam
0415183,Web Cam Logitech Brio 300 White Full HD 960-001440,Logitech,960-001440,US$,93.06,21.00,0.00,Accesorios / Web Cam
0415469,Web Cam Logitech Brio 500 Graphite Full HD 960-001412,Logitech,960-001412,US$,175.62,21.00,0.00,Accesorios / Web Cam
0415467,Web Cam Logitech Brio 500 Rose Full HD 960-001418,Logitech,960-001418,US$,175.62,21.00,0.00,Accesorios / Web Cam
0415468,Web Cam Logitech Brio 500 White Full HD 960-001426,Logitech,960-001426,US$,175.62,21.00,0.00,Accesorios / Web Cam
0414151,Mini Tripode para Web Cam (9213),Genius,31250016400,US$,11.89,21.00,0.00,Accesorios / Web Cam
0413364,Web Cam Genius Ecam 8000 (1080p /Rotates 360°) (8391),Genius,32200001406,US$,69.57,21.00,0.00,Accesorios / Web Cam
0414062,Web Cam Genius F100 TL FHD 1080P/UWA 120° view angle (MIC/MF) (NP) (8315),Genius,32200004400,US$,152.61,21.00,0.00,Accesorios / Web Cam
0413298,Web Cam Genius FaceCam 1000X (New Pack) (8285),Genius,32200003400,US$,41.38,21.00,0.00,Accesorios / Web Cam
0413365,Web Cam Genius Qcam 6000 (1080p / Rotates 360°) (8414),Genius,32200002407,US$,71.46,21.00,0.00,Accesorios / Web Cam
0413071,Web Cam Kelyx LM16 1080P USB w/mic (5768),Kelyx,WC.MVC01.016,US$,12.99,21.00,0.00,Accesorios / Web Cam
0405570,Web Cam Logitech C270 black 960-000694,Logitech,960-000694,US$,51.74,21.00,0.00,Accesorios / Web Cam
0413937,Web Cam Logitech C505 HD  960-001367 (3561),Logitech,960-001367,US$,54.46,21.00,0.00,Accesorios / Web Cam
0411773,Web Cam Logitech C920S PRO HD 960-001257,Logitech,960-001257,US$,138.43,21.00,0.00,Accesorios / Web Cam
,Almacenamiento / Pen Drive,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415198,Pen Drive HIKVISION 128GB M200 (8950),Hikvision IT,HS-USB-M200 128G U3,US$,22.88,21.00,0.00,Almacenamiento / Pen Drive
0415201,Pen Drive HIKVISION 128GB M200S (0917),Hikvision IT,HS-USB-M200S 128G U3,US$,21.66,21.00,0.00,Almacenamiento / Pen Drive
0415206,Pen Drive HIKVISION 128GB M210S (6720),Hikvision IT,HS-USB-M210S 128G U3 Black,US$,22.65,21.00,0.00,Almacenamiento / Pen Drive
0415196,Pen Drive HIKVISION 32GB M200 (8974),Hikvision IT,HS-USB-M200 32G U3,US$,11.01,21.00,0.00,Almacenamiento / Pen Drive
0415202,Pen Drive HIKVISION 32GB M200R (4184),Hikvision IT,HS-USB-M200R 32G,US$,8.12,21.00,0.00,Almacenamiento / Pen Drive
0415199,Pen Drive HIKVISION 32GB M200S (3600),Hikvision IT,HS-USB-M200S 32G U3,US$,14.29,21.00,0.00,Almacenamiento / Pen Drive
0415204,Pen Drive HIKVISION 32GB M210S (6706),Hikvision IT,HS-USB-M210S 32G U3 Black,US$,11.69,21.00,0.00,Almacenamiento / Pen Drive
0415197,Pen Drive HIKVISION 64GB M200 (8967),Hikvision IT,HS-USB-M200 64G U3,US$,11.54,21.00,0.00,Almacenamiento / Pen Drive
0415203,Pen Drive HIKVISION 64GB M200R (4191),Hikvision IT,HS-USB-M200R 64G,US$,9.02,21.00,0.00,Almacenamiento / Pen Drive
0415200,Pen Drive HIKVISION 64GB M200S (3594),Hikvision IT,HS-USB-M200S 64G U3,US$,10.42,21.00,0.00,Almacenamiento / Pen Drive
0415205,Pen Drive HIKVISION 64GB M210S (6713),Hikvision IT,HS-USB-M210S 64G U3 Black,US$,12.71,21.00,0.00,Almacenamiento / Pen Drive
0414624,Pen Drive KINGSTON 128GB USB 3.2  DTXM/128GB  (6376),Kingston,DTXM/128GB,US$,26.57,21.00,0.00,Almacenamiento / Pen Drive
0415399,Pen Drive KINGSTON 128GB USB 3.2  DTXON/128GB (2742),Kingston,DTXON/128GB,US$,30.91,21.00,0.00,Almacenamiento / Pen Drive
0414695,Pen Drive KINGSTON 32GB USB 3.2 DTXM/32GB (6185),Kingston,DTXM/32GB,US$,13.31,21.00,0.00,Almacenamiento / Pen Drive
0415398,Pen Drive KINGSTON 64GB USB 3.2   DTXON/64GB (2605),Kingston,DTXON/64GB,US$,14.53,21.00,0.00,Almacenamiento / Pen Drive
0414623,Pen Drive KINGSTON 64GB USB 3.2 DTXM/64GB (6260),Kingston,DTXM/64GB,US$,12.52,21.00,0.00,Almacenamiento / Pen Drive
0413309,Pen Drive KINGSTON 128GB USB 3.2 DTX (9928),Kingston,DTX/128GB,US$,23.94,21.00,0.00,Almacenamiento / Pen Drive
0413288,Pen Drive KINGSTON 32GB USB 3.2  DTX (9720),Kingston,DTX/32GB,US$,13.31,21.00,0.00,Almacenamiento / Pen Drive
0413276,Pen Drive KINGSTON 64GB USB 3.2 DTX (9829),Kingston,DTX/64GB,US$,15.16,21.00,0.00,Almacenamiento / Pen Drive
0413814,Pen Drive KINGSTON DT70 128GB USB TYPE C  3.2 (5371),Kingston,DT70/128GB,US$,30.91,21.00,0.00,Almacenamiento / Pen Drive
0413473,Pen Drive KINGSTON DT70 64GB USB TYPE C  3.2 (5302),Kingston,DT70/64GB,US$,15.16,21.00,0.00,Almacenamiento / Pen Drive
,Almacenamiento / Tarjetas de memoria,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415451,MicroSD HIKVISION 128GB Clase 10 C1 CON  ADAP SD (1914),Hikvision IT,HS-TF-C1(STD)/128G/Adapter,US$,22.10,21.00,0.00,Almacenamiento / Tarjetas de memoria
0415449,MicroSD HIKVISION 32GB Clase 10 C1 CON ADAP SD (7109),Hikvision IT,HS-TF-C1(STD)/32G/Adapter,US$,10.01,21.00,0.00,Almacenamiento / Tarjetas de memoria
0415207,MicroSD HIKVISION 32GB Clase 10 D1 SIN ADAP SD (6564),Hikvision IT,HS-TF-D1(STD)/32G/WW,US$,9.93,21.00,0.00,Almacenamiento / Tarjetas de memoria
0415450,MicroSD HIKVISION 64GB Clase 10 C1 CON ADAP SD (7039),Hikvision IT,HS-TF-C1(STD)/64G/Adapter,US$,10.40,21.00,0.00,Almacenamiento / Tarjetas de memoria
0415208,MicroSD HIKVISION 64GB Clase 10 D1 SIN ADAP SD (6571),Hikvision IT,HS-TF-D1(STD)/64G/WW,US$,10.50,21.00,0.00,Almacenamiento / Tarjetas de memoria
0412128,MicroSD KINGSTON 128GB c/Adap Clase 10 UHS-I (U1) 100MB/s Canvas Plus (8703),Kingston,SDCS2/128GB,US$,33.08,21.00,0.00,Almacenamiento / Tarjetas de memoria
0412126,MicroSD KINGSTON 32GB c/Adap Clase 10 UHS-I (U1) 100MB/s Canvas Plus (8680),Kingston,SDCS2/32GB,US$,10.70,21.00,0.00,Almacenamiento / Tarjetas de memoria
0412127,MicroSD KINGSTON 64GB c/Adap Clase 10 UHS-I (U1) 100MB/s Canvas Plus (8697),Kingston,SDCS2/64GB,US$,12.60,21.00,0.00,Almacenamiento / Tarjetas de memoria
,Computadoras / PC,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415405,Pc Kelyx AMD Ryzen 3-3200G 8G SSD 480Gb (GIGA),Sistemas,PCARM-72812-3200G-8G-480G,US$,492.96,10.50,0.00,Computadoras / PC
0415406,Pc Kelyx AMD Ryzen 5-4600G 8G SSD 480Gb (GIGA),Sistemas,PCARM-72812-4600G-8G-480G,US$,620.92,10.50,0.00,Computadoras / PC
0415314,Pc Kelyx AMD Ryzen 5-5600G 8G SSD 960Gb (MSI),Sistemas,PCARM-72812-5600G-8G-960G,US$,671.60,10.50,0.00,Computadoras / PC
0415387,Pc Kelyx AMD Ryzen 7-5700G 8G (2x4Gb) SSD 480Gb (MSI),Sistemas,PCARM-72714-5700G-2X4G-480G,US$,836.00,10.50,0.00,Computadoras / PC
0415443,Pc Kelyx Intel Celeron G5900 4G SSD 240Gb (MSI),Sistemas,PCARM-72812-G5900-4G-240G,US$,396.18,10.50,0.00,Computadoras / PC
0415476,Pc Kelyx Intel Celeron N5105 4G SSD 120Gb (GIGA),Sistemas,PCARM-72812-N5105-4G-120G,US$,335.32,10.50,0.00,Computadoras / PC
0415384,Pc Kelyx Intel Celeron N5105 4G SSD 240Gb (GIGA),Sistemas,PCARM-72812-N5105-4G-240G,US$,344.96,10.50,0.00,Computadoras / PC
0415386,Pc Kelyx Intel Core i3-10105 8G (2x4Gb) SSD 480Gb (MSI),Sistemas,PCARM-72812-10105-2X4G-480G,US$,571.90,10.50,0.00,Computadoras / PC
0415479,Pc Kelyx Intel Core i3-10105 8G SSD 240Gb (MSI),Sistemas,PCARM-72812-10105-8G-240G,US$,550.16,10.50,0.00,Computadoras / PC
0415503,Pc Kelyx Intel Core i3-10105F 8G SSD 240Gb + GT 210 (MSI),Sistemas,PCARM-72812-10105F-8G-240G-GT210,US$,518.24,10.50,0.00,Computadoras / PC
0415504,Pc Kelyx Intel Core i5-10400 8G SSD 240Gb (MSI),Sistemas,PCARM-72812-10400-8G-240G,US$,604.80,10.50,0.00,Computadoras / PC
0415377,Pc Kelyx Intel Core i5-11400 8G SSD 960Gb (MSI),Sistemas,PCARM-72812-11400-8G-960G,US$,706.68,10.50,0.00,Computadoras / PC
0415485,Pc Kelyx Intel Core i5-11400 8G SSD 960Gb + Win 11 Pro (MSI),Sistemas,PCARM-728-12-11400-SSD-W11P,US$,868.80,10.50,0.00,Computadoras / PC
0415407,Pc Kelyx Intel Core i5-12400 8G SSD 480Gb (MSI),Sistemas,PCARM-72714-12400-8G-480G,US$,798.66,10.50,0.00,Computadoras / PC
0415151,Pc Kelyx Intel Core i7-10700 8Gb SSD 480Gb (MSI),Sistemas,PCARM-72714-10700-8G-480G,US$,875.20,10.50,0.00,Computadoras / PC
0415408,Pc Kelyx Intel Core i7-11700 8Gb SSD 480Gb (MSI),Sistemas,PCARM-72714-11700-8G-480G,US$,974.40,10.50,0.00,Computadoras / PC
0414732,Pc Slim Kelyx Intel Core i3-10105 8G SSD 480Gb (MSI),Sistemas,PCARM-72708A-10105-8G-480G,US$,638.48,10.50,0.00,Computadoras / PC
0415409,"Sist. Kelyx Intel Core i3-10105 8G SSD 480Gb + LG 19"" (MSI)",Sistemas,SISTARM-72714-10105-8G-480G-LG19,US$,736.16,10.50,0.00,Computadoras / PC
0415410,"Sist. Kelyx Intel Core i5-11400 8G SSD 480Gb + LG 19"" (MSI)",Sistemas,SISTARM-72714-11400-8G-480G-LG19,US$,819.20,10.50,0.00,Computadoras / PC
,Conectividad / Accesorios Bluetooth,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0409786,Receptor de Audio Bluetooth Logitech 980-001277,Logitech,980-001277,US$,69.37,21.00,0.00,Conectividad / Accesorios Bluetooth
0411694,UB400 TP-Link Bluetooth USB Nano Adapter (9664),TP-Link,UB400,US$,16.67,10.50,0.00,Conectividad / Accesorios Bluetooth
0413891,UB500 TP-Link Bluetooth 5.0 USB Nano Adapter (3446),TP-Link,UB500,US$,27.02,10.50,0.00,Conectividad / Accesorios Bluetooth
,Conectividad / Access Point y Extensores de Rango,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415414,Deco S7 Pack de 2 Mesh TP Link AC1900 Giga Wifi System (3039),TP-Link,Deco S7(2-pack),US$,268.48,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0415415,Deco S7 Pack de 3 Mesh TP Link AC1900 Giga Wifi System (3022),TP-Link,Deco S7(3-pack),US$,398.09,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0415392,Deco X50 POE Pack de 1 Mesh TP Link AX3000 Wifi Gigabit (9844),TP-Link,Deco X50-PoE(1-pack),US$,246.28,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0415393,Deco X50 POE Pack de 2 Mesh TP Link AX3000 Wifi Gigabit (9837),TP-Link,Deco X50-PoE(2-pack),US$,492.57,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0414881,Deco X75 Pack de 3 Mesh TP Link AX5400 Wifi Gigabit (7116),TP-Link,Deco X75(3-pack),US$,1101.43,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0414601,EAP610-OUTDOOR AX1800 Dual Band Wifi 6 (0232),TP-Link,EAP610-Outdoor,US$,287.35,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0414630,HC220-G5 Pack de 1 Mesh para ISP TP Link AC1200 Wifi Gigabit (4207),TP-Link,HC220-G5(1-pack),US$,122.83,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0414629,HC220-G5 Pack de 2 Mesh para ISP TP Link AC1200 Wifi Gigabit (4320),TP-Link,HC220-G5(2-pack),US$,235.84,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0408583,CPE220 CPE 2.4 GHz 300 Mbps 12dbi High Power AP (1583),TP-Link,CPE220,US$,147.04,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0407091,CPE510 CPE 5 GHz 300 MBps 13dbi High Power AP (0922),TP-Link,CPE510,US$,123.77,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0410920,CPE610 CPE 5 GHz 300 MBps 23dbi High Power AP (1027),TP-Link,CPE610,US$,128.71,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0412560,CPE710 CPE 5 GHz 867 MBps 23dbi High Power AP (9702),TP-Link,CPE710,US$,121.81,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0412930,Deco E4 Pack de 3 Mesh TP Link AC1200 Wifi System (6794),TP-Link,Deco E4(3-pack),US$,332.92,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0413194,Deco X20 Pack de 2 Mesh TP Link AX1800 Wifi Gigabit (2287),TP-Link,Deco X20(2-pack),US$,324.35,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0409399,EAP225 AC1350 Mbps AP Gigabit ceiling mount (6915),TP-Link,EAP225,US$,197.03,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0412154,EAP225-OUTDOOR AC1200 Dual Band 2 Antenas Mimo 2x2 (3571),TP-Link,EAP225-OUTDOOR,US$,184.50,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0409700,EAP245 AC1750 Mbps AP Gigabit Ceilling Wall Mounting (6663),TP-Link,EAP245,US$,231.93,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0413381,EAP265HD AC1750 Mbps AP Gigabit MU-Mimo Ceilling Wall Mount(0728),TP-Link,EAP265HD,US$,259.96,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0413567,EAP620HD AX1800 Mbps AP Gigabit MU-Mimo Ceilling Wall Mount (0742),TP-Link,EAP620HD,US$,287.33,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0413709,MW300RE Mercusys Range Extender 300Mbps 3 Ant Ext (6648),TP-Link,MW300RE,US$,37.60,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0410314,RE200 Range Extender Dual Band AC750 Universal (0433),TP-Link,RE200,US$,50.54,10.50,0.00,Conectividad / Access Point y Extensores de Rango
0405340,TL-WA850RE Range Extender 300Mbps Universal (0854),TP-Link,TL-WA850RE,US$,44.82,10.50,0.00,Conectividad / Access Point y Extensores de Rango
,Conectividad / Cable de Red UTP,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0409024,Rollo 305 mts UTP Cat 5e Exterior Kelyx,KELYX UTP,,US$,142.08,21.00,0.00,Conectividad / Cable de Red UTP
0402757,Rollo 305 mts UTP Cat 5e Interior Kelyx,KELYX UTP,,US$,95.94,21.00,0.00,Conectividad / Cable de Red UTP
0409027,Rollo 305 mts UTP Cat 6 Exterior Kelyx,KELYX UTP,,US$,182.86,21.00,0.00,Conectividad / Cable de Red UTP
,Conectividad / Luces,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415420,Tapo L900-10 Tiras de Luz Led Wifi 10mts (1329),TP-Link,Tapo L900-10,US$,106.58,21.00,0.00,Conectividad / Luces
0415394,Tapo L900-5 Tiras de Luz Led Wifi 5mts (2586),TP-Link,Tapo L900-5,US$,57.51,21.00,0.00,Conectividad / Luces
0415395,Tapo L920-5 Tiras de Luz Led Wifi Multicolor 5mts (2609),TP-Link,Tapo L920-5,US$,83.53,21.00,0.00,Conectividad / Luces
,Conectividad / Modem ADSL y GPON,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0414491,DS-P7001-04 OLT TP-Link GPON 4 puertos+2P 10G+1P Giga Uplink (3163),TP-Link,DS-P7001-04,US$,1134.35,10.50,0.00,Conectividad / Modem ADSL y GPON
0415416,DS-PMA-C+ GPON OLT SFP optical module Class C+ (7505),TP-Link,DS-PMA-C+,US$,171.46,21.00,0.00,Conectividad / Modem ADSL y GPON
0414594,XN020-G3 Modem Router GPON B+ Gigabit Wifi N300 TP Link (4085),TP-Link,XN020-G3,US$,58.03,10.50,0.00,Conectividad / Modem ADSL y GPON
0414074,DS-P7001-08 OLT TP-Link GPON 8 puertos+2P 10G+1P Giga Uplink (3170),TP-Link,DS-P7001-08,US$,1977.79,10.50,0.00,Conectividad / Modem ADSL y GPON
0402524,TD-W8961N ModemRouter Wifi N ADSL2 300M (1166),TP-Link,TD-W8961N,US$,67.41,10.50,0.00,Conectividad / Modem ADSL y GPON
0411872,XN020-G3V Modem Router GPON Voip Gigabit Wifi N300 TP Link (6282),TP-Link,XN020-G3V,US$,69.37,10.50,0.00,Conectividad / Modem ADSL y GPON
,Conectividad / Placas de Red Ethernet y Adaptadores USB,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415421,TX201 P.Red 2.5 Gigabit Tp-Link PCIe (7833),TP-Link,TX201,US$,50.92,10.50,0.00,Conectividad / Placas de Red Ethernet y Adaptadores USB
0414599,UE300C Adaptador USB 3.0 TIPO C a Eth Gigabit RJ45 White (2599),TP-Link,UE300C,US$,22.34,21.00,0.00,Conectividad / Placas de Red Ethernet y Adaptadores USB
0401340,TG-3468 P.Red Gigabit Tp-Link PCIe (1049),TP-Link,TG-3468,US$,24.13,10.50,0.00,Conectividad / Placas de Red Ethernet y Adaptadores USB
0410501,UE200 Adaptador USB 2.0 a Ethernet RJ45 (4614),TP-Link,UE200,US$,21.50,21.00,0.00,Conectividad / Placas de Red Ethernet y Adaptadores USB
0414081,UE306 Adaptador USB 3.0 a Ethernet Gigabit RJ45 Black (7376),TP-Link,UE306,US$,31.84,21.00,0.00,Conectividad / Placas de Red Ethernet y Adaptadores USB
0410897,UE330 Adap USB 3.0 a Ethernet Gigabit RJ45 + Minihub (4553),TP-Link,UE330,US$,30.11,21.00,0.00,Conectividad / Placas de Red Ethernet y Adaptadores USB
0412676,UH400 Hub USB 4 Puertos 3.0 TP Link (1477),TP-Link,UH400,US$,27.48,10.50,0.00,Conectividad / Placas de Red Ethernet y Adaptadores USB
,Conectividad / Placas de Red WiFi PCI,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0414600,Archer TX3000E P.RedW y BT PCIX AX3000 2 Ant Ext c/Base (8897),TP-Link,Archer TX3000E,US$,114.04,10.50,0.00,Conectividad / Placas de Red WiFi PCI
0414597,Archer TX55E P.RedW y BT PCIX AX3000 2 AntDet (7390),TP-Link,Archer TX55E,US$,115.72,10.50,0.00,Conectividad / Placas de Red WiFi PCI
0411567,ARCHER T4E P.RedW PCIX AC1200 2 Ant (9931),TP-Link,ARCHER T4E,US$,56.48,10.50,0.00,Conectividad / Placas de Red WiFi PCI
0412678,ARCHER T5E P.RedW PCIE 1200Mb 2 Ant Wifi + Bluetooth (8965),TP-Link,ARCHER T5E,US$,69.38,10.50,0.00,Conectividad / Placas de Red WiFi PCI
0408502,ARCHER T6E P.RedW PCIX 1300Mb 2 AntDet (2559),TP-Link,ARCHER T6E,US$,53.31,10.50,0.00,Conectividad / Placas de Red WiFi PCI
0401176,TL-WN781ND PRedW PCIEX 150Mbp(LN) AntDet (0511),TP-Link,TL-WN781ND,US$,29.41,10.50,0.00,Conectividad / Placas de Red WiFi PCI
0403150,TL-WN881ND P.RedW PCIX 300Mb 2 AntDet (0573),TP-Link,TL-WN881ND,US$,36.51,10.50,0.00,Conectividad / Placas de Red WiFi PCI
,Conectividad / Placas de Red WiFi USB,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0414982,Archer T2UB Nano P.RedW + Bluetooth USB AC600 Dual band,TP-Link,Archer T2UB Nano,US$,37.00,10.50,0.00,Conectividad / Placas de Red WiFi USB
0414880,Archer T3U Nano P.RedW USB AC1300 Dual band (2667),TP-Link,Archer T3U Nano,US$,38.16,10.50,0.00,Conectividad / Placas de Red WiFi USB
0414149,MW150US Nano P.RedW USB Mercusys 150Mbps (0325),TP-Link,MW150US,US$,13.78,10.50,0.00,Conectividad / Placas de Red WiFi USB
0414276,MW300UH Nano P.RedW USB Mercusys 300Mbps 2 Antenas (9602),TP-Link,MW300UH,US$,18.26,10.50,0.00,Conectividad / Placas de Red WiFi USB
0412152,Archer T2U Nano P.RedW USB AC600 Dual band (9978),TP-Link,ARCHER T2U Nano,US$,38.30,10.50,0.00,Conectividad / Placas de Red WiFi USB
0407251,Archer T2U P.RedW USB AC600 Dual band (9917),TP-Link,ARCHER T2U,US$,37.21,10.50,0.00,Conectividad / Placas de Red WiFi USB
0411658,Archer T2U P.RedW USB AC600 Dual band High Gain (9862),TP-Link,ARCHER T2U PLUS,US$,63.21,10.50,0.00,Conectividad / Placas de Red WiFi USB
0411657,Archer T3U P.RedW USB AC1300 Dual band Mu Mimo (3830),TP-Link,ARCHER T3U,US$,41.15,10.50,0.00,Conectividad / Placas de Red WiFi USB
0408500,Archer T4U P.RedW USB AC1300 D.Band (7318),TP-Link,Archer T4U,US$,40.15,10.50,0.00,Conectividad / Placas de Red WiFi USB
0413749,Archer T4U Plus High Gain P.RedW USB AC1300 D.Band (2636),TP-Link,Archer T4U Plus,US$,63.69,10.50,0.00,Conectividad / Placas de Red WiFi USB
0412150,Archer T9UH P.RedW USB AC1900 D.Band HP (6137),TP-Link,ARCHER T9UH,US$,52.16,10.50,0.00,Conectividad / Placas de Red WiFi USB
0400904,TL-WN722N P.RedW USB 150Mbps (LN) ConAnt (0467),TP-Link,TL-WN722N,US$,23.61,10.50,0.00,Conectividad / Placas de Red WiFi USB
0403771,TL-WN725N Nano P.RedW USB 150Mbps (LN) (0719),TP-Link,TL-WN725N,US$,21.03,10.50,0.00,Conectividad / Placas de Red WiFi USB
0404218,TL-WN8200ND PRedW USB HiPow 300M C/ 2Ant (0740),TP-Link,TL-WN8200ND,US$,29.99,10.50,0.00,Conectividad / Placas de Red WiFi USB
0400808,TL-WN821N P.RedW USB 300Mbps (N) S/Ant (0368),TP-Link,TL-WN821N,US$,21.69,10.50,0.00,Conectividad / Placas de Red WiFi USB
0402090,TL-WN822N PRedW USB HiPower 300M 2Ant (0542),TP-Link,TL-WN822N,US$,31.09,10.50,0.00,Conectividad / Placas de Red WiFi USB
0403770,TL-WN823N Mini P.RedW USB 300 Mbps (N),TP-Link,TL-WN823N,US$,28.43,10.50,0.00,Conectividad / Placas de Red WiFi USB
,Conectividad / Router,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0404332,TL-R470T+ Rou Multi Wan Bal Carga (0413),TP-Link,TL-R470T+,US$,115.98,10.50,0.00,Conectividad / Router
,Conectividad / Router Wireless,,,,,,,
Codigo,Producto,Fabricante,Nro. de Parte,Moneda,Precio,IVA,Imp. Int.,
0415391,ARCHER AX55 PRO AX3000 Wir DualBand Multi Gigabit Tp-Link (6805),TP-Link,Archer AX55 Pro,US$,255.19,10.50,0.00,Conectividad / Router Wireless
0414392,ARCHER C5 AC1200 4 Ant Agile Cfg Gigabit Wir D.Band Tp-Link (3687),TP-Link,Archer C5,US$,58.46,10.50,0.00,Conectividad / Router Wireless
