Marca,Categoria,SubCategoria,SubCategoria_Auxiliar,Codigo,Articulo,Disponible,L4,IVA,Deposito
HDC,Informática,Periféricos,Teclados,7798135512187,TECLADO CABLEADO HDC KB113 C-CONECTOR USB - 113 TECLAS - 9 TECLAS MULTIMEDIA,0,11.34,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Periféricos,WEBCAM,7798135511944,WEBCAM HDC HW20S HD 720P,1428,15.98,001-I.V.A. 21 %,01-DH.Principal Vtas.
HDC,Informática,Periféricos,WEBCAM,7798135511951,WEBCAM HDC HW80S FHD 1080P,935,24.18,001-I.V.A. 21 %,01-DH.Principal Vtas.
HDC,Informática,Tablet,,7798135510466,"TABLET 10"" HDC T1100 QUADCORE IPS DUAL CAM 2/5MP 1GB/16GB",1,88.51,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Tablet,,7798135512279,TABLET HDC H7 ONE TN 1024*600 - RK3126C - 1-16GB - Dual Cam 0.3-2.0 MP  CON FUNDA DE SILICONA VERDE,0,56.98,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Tablet,,7798135512675,"TABLET HDC T7I-232 7"" IPS 1024*600 - ALLWINNER A133 - 2/32GB - CON FUNDA DE SILICONA ROJA",2094,89.02,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Tablet,Productos,7798135512118,"TABLET HDC H10 ONE TN 1024x600 QC A100 - 2/32GB - DUAL CAM 0,3/2,0 MP",1,99.25,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
HDC,Informática,Tablet,Productos,7798135512583,"TABLET HDC T10-232 10"" - ALLWINNER A133 - 2GB RAM - 32GB ROM",2723,138.95,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
Hewlett - Packard,Informática,Componentes,Memorias PC,6955914605862,MEMORIA DDR4 8GB 2666 MHZ HP V2,18,92.98,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
Hewlett - Packard,Informática,Computadoras,Notebook,15-DY1024WM,"NB HP 15-DY1024WM 15.6"" i3-1005G1 4GB 128GB W10 ING (SIN ADAPTADOR)",1,1195.48,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
Hewlett - Packard,Informática,Computadoras,Notebook,hw-149123464,hw-149123464,1,964.87,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
INTEL,Informática,Componentes,Cooler,DTC-DAA08,COOLER INTEL S1150,18,20.45,001-I.V.A. 21 %,01-DH.Principal Vtas.
INTEL,Informática,Componentes,Microprocesador Intel,5032037158015,CPU INTEL CORE  I3-9100F  4.2GHZ 6M (1151) (S/VIDEO),0,104.89,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
INTEL,Informática,Componentes,Microprocesador Intel,5032037187138,CPU INTEL CORE I5-10400 4.30GHZ 12M (1200),121,326.27,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
INTEL,Informática,Componentes,Microprocesador Intel,5032037215619,CPU INTEL CORE I7-11700KF 5.0 GHZ (S/COOLER) (S/VIDEO)  (1200),3,920.52,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
INTEL,Informática,Componentes,Microprocesador Intel,5032037237741,CPU INTEL CORE I5-12400 18MB (1700),47,467.1,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
INTEL,Informática,Componentes,Microprocesador Intel,5032037260312,CPU INTEL CORE  I3-13100  4.5GHZ 12M (LGA1700),38,394.34,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
INTEL,Informática,Componentes,Microprocesador Intel,BX8071512700K,CPU INTEL CORE I7-12700K 3.60GHZ 25M (LGA1700),1,887.49,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
INTEL,Informática,Componentes,Microprocesador Intel,BX8071513400F,CPU INTEL CORE I5-13400F 4.6GHZ 20M (S/VIDEO) (LGA1700),42,563.19,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
INTEL,Informática,Componentes,Microprocesador Intel,BX8071513900K,CPU INTEL CORE I9-13900K 5.8GHZ 36M (S/COOLER) (LGA1700),14,1222.89,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
JBL,Audio,Audio Home,,6925281903250,PARLANTES PASIVOS JBL CONTROL X WHITE 200W 8ohm C/ SOPORTE APTO INTERPERIE,1,857.4,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Audio Home,,STAGEA125CB,"PARLANTE CENTRAL JBL STAGE 125 5,25"" 150W 2V 6OHM",3,387.65,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Audio Home,Barras de Sonido,JBLSB140BLKAM,BARRA DE SONIDO + SUBWOOFER JBL SB140 HOME CINEMA 2.1 110W,113,398.49,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Auriculares,Auriculares,6925281987335,AURICULAR BT JBL W100 TRUE WIRELESS SILVER,1,90.81,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281948459,PARLANTE BT JBL GO 2 BLUE,46,66.32,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281948497,PARLANTE BT JBL GO 2 GREEN,39,65.96,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281948527,PARLANTE BT JBL GO 2 ORANGE,3,75.56,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281954672,PARLANTE BT JBL FLIP 5 BLUE WATERPROOF,5,245.67,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281954689,PARLANTE BT JBL FLIP 5 RED WATERPROOF,39,225.73,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281975516,PARLANTE BT JBL GO 3 BLUE,81,88.33,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281975523,PARLANTE BT JBL GO 3 RED,392,89.91,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281975530,PARLANTE BT JBL GO 3 GRAY,216,84.94,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281982163,PARLANTE BT JBL CHARGE 5 BLACK,1033,300.25,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281982170,PARLANTE BT JBL CHARGE 5 BLUE,19,300.25,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Audio,Parlante Bluetooth,,6925281982187,PARLANTE BT JBL CHARGE 5 RED,476,300.25,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Car-Audio,Parlantes,,E52-2065,"PARLANTE 6""X9"" JBL  GTO939 300W 3V 3OHM",4,230.34,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Car-Audio,Parlantes,"4""",6925281947957,"PARLANTE JBL STAGE3 427 - 4"" - 2 VÍAS - 150W MAX",83,123.21,001-I.V.A. 21 %,01-DH.Principal Vtas.
JBL,Car-Audio,Subwoofer,,6925281927072,"SUBWOOFER 12"" JBL STAGE 1210 1000W 4-Ohm",38,110.94,001-I.V.A. 21 %,01-DH.Principal Vtas.
KAISE,Electrónica,Energía,Baterías,KB125,BATERÍA KAISE 12V 5AMP,30,18.86,001-I.V.A. 21 %,01-DH.Principal Vtas.
KETER,Varios,Hogar,,KTR-17193504BRW,SET SILLONES EXT KETER LOUNGE (1S X 3C + 2S X 1C + 1 M MARRON),6,581.0,001-I.V.A. 21 %,01-DH.Principal Vtas.
KETER,Varios,Hogar,,KTR-17194274BRW,SET DE SILLONES KETER BALCONY SET EXTERIOR 2 SILLONES + 1 MESA MARRON,6,724.89,001-I.V.A. 21 %,01-DH.Principal Vtas.
KETER,Varios,Hogar,,KTR-17194274GRP,SET DE SILLONES KETER CORFU BALCONY EXTERIOR 2 SILLONES + 1 MESA GRAFITO,21,724.89,001-I.V.A. 21 %,01-DH.Principal Vtas.
KETER,Varios,Hogar,,KTR-17197637GRP,SET DE SILLAS DE JARDIN Y MESA KETER RIO (3 PIEZAS ) GRAFITO,1,367.3,001-I.V.A. 21 %,01-DH.Principal Vtas.
KETER,Varios,Hogar,,KTR-17197934BRW,MACETA CILINDRICA KETER CYLINDER x3 MARRON,15,89.38,001-I.V.A. 21 %,01-DH.Principal Vtas.
KETER,Varios,Hogar,,KTR-17197992GRP,MESA KETER QUARTET 95,9,236.2,001-I.V.A. 21 %,01-DH.Principal Vtas.
KETER,Varios,Hogar,,KTR-17202333GRN,SILLA PARA BEBES KETER 3 EN 1  VERDE,26,179.74,001-I.V.A. 21 %,01-DH.Principal Vtas.
KETER,Varios,Hogar,,KTR-17202631BRW,CAJA DE ALMACENAMIENTO KETER MARRON,10,519.63,001-I.V.A. 21 %,01-DH.Principal Vtas.
KETER,Varios,Hogar,,KTR-FUTURA-GRP,MESA KETER FUTURA,2,338.9,001-I.V.A. 21 %,01-DH.Principal Vtas.
KETER,Varios,Hogar,,KTR-MELODY-GRP,MESA KETER MELODY,4,441.58,001-I.V.A. 21 %,01-DH.Principal Vtas.
KINGSTON,Informática,Componentes,SSD,740617261219,UNIDAD SSD KINGSTON 240 GB A400,150,32.95,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
KINGSTON,Informática,Componentes,SSD,740617263442,UNIDAD SSD KINGSTON 480GB A400,13,89.07,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
LENOVO,Informática,Computadoras,Notebook,0195235835364,NB LENOVO E41-25 A4-4350B 4GB 500GB FREE DOS,30,544.06,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
LENOVO,Informática,Computadoras,Notebook,0196379705315,"NB LENOVO IP5 15.6"" I7-1255U  12GB 512GB W11H",23,2132.19,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
LENOVO,Informática,Computadoras,Notebook,81YH0017US,"NB LENOVO IP5 14"" I5-1035G1 8GB 256GB W10 ING (SIN ADAPTADOR)",1,1644.86,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
LENOVO,Informática,Tablet,,193386319382,"TABLET 10"" LENOVO M10 2GB 32GB LTE WIFI BT ANDROID",887,290.31,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
LENOVO,Informática,Varios,,AMS80004-LE,CARGADOR NB AMS LENOVO 65W 20V 3.25A 4.0*1.7mm,46,34.82,001-I.V.A. 21 %,01-DH.Principal Vtas.
LENOVO,Informática,Varios,,AMS80097-LE,CARGADOR NB AMS LENOVO 45W 20V 2.25A 3.0*1.0mm,24,29.91,001-I.V.A. 21 %,01-DH.Principal Vtas.
LIAN LI,Informática,Gabinete Sin Fuente,Gabinete Sin Fuente,C07-0100,GABINETE LIAN LI PC-V359WX BLACK (NEGRO) CUBO M-ATX ALUMINUM SIN FUENTE,4,427.4,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
LINKSYS,Informática,Conectividad,Routers,4260184661060,ADAPTADOR USB INALAMBRICO LINKSYS AE1200 N300,22,56.72,001-I.V.A. 21 %,01-DH.Principal Vtas.
LINKSYS,Informática,Conectividad,Routers,EA8300,ROUTER INALAMBRICO TRI BANDA LINKSYS EA8300 AC2200 MU-MIMO  4 ANTENAS,1,363.23,001-I.V.A. 21 %,01-DH.Principal Vtas.
LINKSYS,Informática,Conectividad,Routers,RE6500,EXTENSOR DE RED LINKSYS RE6500 DUAL BAND AC1200,4,201.51,001-I.V.A. 21 %,01-DH.Principal Vtas.
LINKSYS,Informática,Conectividad,Routers,WHW0101,ROUTER INALAMBRICO LINKSYS VELOP WHW0101 MESH DOBLE BANDA AC1300 (1),1,240.69,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MAIYUN,Electrónica,Salud,,HX-YL001,TERMOMETRO INFRAROJO MAIYUN HX-YL001 DIGITAL SIN CONTACTO,471,102.05,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Auriculares,6932391917565,HEADSET MARVO HG8928 USB AUX USB  LED RED,1055,18.92,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Auriculares,6932391919385,HEADSET MARVO HG9046 7.1 USB PARA PC,186,51.18,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Auriculares,6932391919521,HEADSET MARVO HG9049 7.1,19,28.99,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Auriculares,6932391919545,"HEADSET MARVO HG8929 BACKLIT,3.5MM JACK+USB",1835,21.24,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Auriculares,6932391920732,HEADSET MARVO HG9056 7.1 RAINBOW LED,289,36.18,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Auriculares,6932391920763,HEADSET MARVO PRO HG9053 7.1 LED RED,761,79.01,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Auriculares,6932391921227,HEADSET GAMING MARVO HG8901 LED RAINBOW,3524,19.1,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Auriculares,6932391921395,HEADSET MARVO HG8902 RAINBOW USB,863,20.96,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Auriculares,6932391922576,HEADSET MARVO PRO HG8960 (PS4 XBOX PC) RED LED,1064,36.18,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Auriculares,6932391923313,HEADSET STEREO MARVO H8321,913,10.2,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Combo,6932391924662,COMBO GAMING 3 EN 1 MARVO CM310SP NEGRO MOUSE+MOUSEPAD+TECLADO,2185,24.95,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Combo,6932391925065,COMBO GAMING 3 EN 1 MARVO CM310SP BLANCO MOUSE+MOUSEPAD+TECLADO,435,24.94,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Kit Teclado Y Mouse,6932391913505,COMBO TECLADO+MOUSE MARVO KM409 LED,1790,18.7,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Kit Teclado Y Mouse,6932391918623,COMBO GAMING 4 EN 1 MARVO  CM370 Mouse+Headset+MousePad+Teclado LED,0,19.29,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Kit Teclado Y Mouse,6932391923160,COMBO GAMING 4 EN 1 MARVO CM409 MOUSE+HEADSET+MOUSEPAD+TECLADO LED,1309,26.0,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Microfono,6932391917626,MICROFONO USB MARVO MIC-01 RGB OMNIDIRECCIONAL,423,15.3,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Microfono,6932391921982,MICROFONO USB MARVO MIC-03,414,52.23,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Mouses,6932391919989,COMBO MOUSE+PAD MARVO M355+G1P 6400 DPI 9 BOT,1199,13.52,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Mouses,6932391920121,MOUSE GAMING MARVO M355 6400 DPI OPTICO LED RGB,389,10.16,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Mouses,6932391920893,MOUSE GAMING MARVO M513 4800 DPI OPTICO RGB 7B,2726,11.44,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Mouses,6932391922002,MOUSE GAMING MARVO M209 6400 DPI OPTICO LED 7 COL 6B,3240,8.69,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Mouses,6932391922033,MOUSE GAMING MARVO G943 10000 DPI OPTICO LED RGB,83,20.82,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Mouses,6932391922149,MOUSE GAMING MARVO G961 ULTRALIVIANO 12000 DPI OPTICO RGB 6B PAW,1477,33.27,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Mouses,6932391922705,MOUSE GAMING MARVO G945 10000 DPI OPTICO RGB 9B PAW,520,28.5,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Mouses,6932391923467,MOUSE GAMING MARVO M115 4000 DPI LED 7 COL AMBIDIESTRO,1022,7.64,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Mouses,6932391923504,MOUSE GAMING MARVO M519 12000 DPI OPTICO RGB,632,15.02,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Pad Mouse,6932391922583,MARVO G39 MOUSE PAD MOUSE PAD GAMING MARVO G39 SMALL,1572,8.72,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Pad Mouse,6932391922729.21,MOUSEPAD RGB MARVO PRO GAMING G45 XL BLACK GRAVITY P1,713,23.55,001-I.V.A. 21 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391916513,TECLADO GAMING MECANICO MARVO KG950 FULL RGB RED SWITCH ING,19,56.39,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391920947,TECLADO GAMING MARVO K656 RETROILUMINADO RGB,0,15.97,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391922309,TECLADO GAMING MECANICO MARVO KG916 ILUMINADO RGB USB,85,33.16,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391922316,TECLADO GAMING MECANICO MARVO KG917 ILUMINADO RGB BLUE SWITCH USB,2440,33.09,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391922507,TECLADO GAMING MARVO K656 RETROILUMINADO RGB,4,15.47,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391922828,TECLADO GAMING MECANICO MARVO KG945,46,66.09,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391923252,TECLADO MARVO K606 RGB SP,1363,13.27,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391923412,TECLADO GAMING MECANICO  COMPACTO MARVO KG901 ILUMINADO RGB BLUE SWITCH USB,2311,30.87,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391924204,TECLADO GAMING TKL MARVO K607 ESP USB RGB,3095,17.13,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,6932391924648,TECLADO GAMING 60% MARVO KG962SP-B SWITCH BLUE ESP USB RGB,2468,31.93,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Gaming,Teclados,KG953-SP,TECLADO MECANICO COMPACTO MARVO KG953 SWITCH BLUE ESP USB TIPO C,941,32.98,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MARVO,Informática,Periféricos,WEBCAM,6932391923122,WEBCAM MARVO MPC01 1080P MIC 5MPX ILUMINACION LED USB,812,21.16,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,,MTX-BTSPKBLK,PARLANTE BT MATRIX BLAST NEGRO,167,128.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,,MTX-BTSPKCAM,PARLANTE BT MATRIX BLAST CAMUFLADO,20,128.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,,MTX-SBASPKBLU,PARLANTE BT MATRIX SOUND BASS AZUL,452,102.46,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Bluetooth,647213613988,PARLANTE BT MATRIX MINI BOOM AZUL POWER BANK SD AUX,90,84.08,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,647213613957,PARLANTE BT MATRIX MINIBASS SILVER,665,60.76,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,647213613964,PARLANTE BT MATRIX MINI BOOM NEGRO POWER BANK SD AUX,505,84.08,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,647213613971,PARLANTE BT MATRIX MINI BOOM ROJO POWER BANK SD AUX,120,84.08,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,MTX-BTSPKBLU,PARLANTE BT MATRIX BLAST AZUL,10,128.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,MTX-BTSPKGRY,PARLANTE BT MATRIX BLAST GRIS,76,128.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,MTX-BTSPKRED,PARLANTE BT MATRIX BLAST ROJO,13,128.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,MTX-SBASPKBLK,PARLANTE BT MATRIX SOUND BASS NEGRO,601,102.46,001-I.V.A. 21 %,01-DH.Principal Vtas.
MATRIX,Audio,Parlante Bluetooth,Parlante Portátil,MTX-SBASPKRED,PARLANTE BT MATRIX SOUND BASS ROJO,441,102.46,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Audio Home,Barras de Sonido,7798135512446,BARRA DE SONIDO 2.1 MOONKI SOUND MX-SB140BT21 CON SUBWOOFER INALÁMBRICO PROCESADOR DSP,343,231.68,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wired,In Ear,7798135510688,AURICULAR ROJO IN EAR MOONKI SOUND MH-I312,1778,5.39,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wired,On Ear,7798135510626,AURICULAR AZUL ON EAR MOONKI SOUND MH-O613,4697,15.66,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wired,On Ear,7798135510640,AURICULAR ROJO ON EAR MOONKI SOUND MH-O613,4509,15.66,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wired,On Ear,7798135510657,AURICULAR VERDE ON EAR MOONKI SOUND MH-O613,23,15.28,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,Earbud,7798135511968,EARBUDS MOONKI SOUND MA-TWS66 BLACK,180,26.16,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,Earbud,7798135511982,EARBUDS MOONKI SOUND MA-TWSH100 BLACK,0,30.87,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,Earbud,7798135512354,EARBUDS MOONKI SOUND MH-TWS33 BLACK,296,23.06,002-I.V.A. 10.5 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,On Ear,7798135510596,AURICULAR BT NEGRO ON EAR MOONKI SOUND MH-O510BT,7491,40.44,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,On Ear,7798135512347,AURICULAR BT NEGRO ON EAR MOONKI SOUND MH-O710BT,2233,26.86,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Auriculares Wireless,On Ear,7798135512606,AURICULAR BT NEGRO ON EAR NOISE CANCELING MOONKI SOUND MV-S21BT,697,75.68,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Parlante Bluetooth,7798135512460,"PARLANTE POTENCIADO MOONKI SOUND MS-1200B - 10"" - 1200W/80W - INC. MIC C/CABLE - BAT.",109,271.86,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Parlante Bluetooth,7798135512477,"PARLANTE POTENCIADO MOONKI SOUND MS-1600B - 10"" - 1600W/80W - INC. MIC C/CABLE - BAT.",599,215.73,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Parlante Bluetooth,7798135512484,"PARLANTE POTENCIADO MOONKI SOUND MS-115B - 15"" - 2500W/100W - INC. MIC C/CABLE Y TRIP. - BAT.",202,297.7,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Parlante Bluetooth,7798135512514,"PARLANTE POTENCIADO MOONKI SOUND MS-P112B - 12"" - 3000W/150W - INC. MIC IN. X 2 - BAT.",67,405.11,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Party Speaker,7798135512361,PARLANTE PARTYBOX MOONKI SOUND MW-PB265BLT,99,301.39,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Party Speaker,7798135512521,"PARLANTE POTENCIADO MOONKI SOUND MO-PB280 - 2X8"" - 900W/60W - FRENTE ILUM. EF. LLAMAS - BAT.",504,183.51,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Party Speaker,7798135512538,"PARLANTE POTENCIADO MOONKI SOUND MD-PB360 - 2X8"" - 1800W/120W - SONIDO 360° - FRENTE ILUM. + LUZ FIE",53,341.73,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Party Speaker,7798135512613,"PARLANTE POTENCIADO MOONKI SOUND MW-PB250 - 2X5"" - 900W/60W - BAT.",151,236.28,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Torre de Sonido,7798135512156,TORRE DE SONIDO DJ MOONKI SOUND MW-DJ212LT220,137,537.2,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Torre de Sonido,7798135512569,"PARLANTE POTENCIADO MOONKI SOUND MA-MT265B - 2x6,5"" - 750W/50W - BAT.",633,172.04,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Amplificado,Torre de Sonido,7798135512590,"PARLANTE POTENCIADO MOONKI SOUND MS-X265BT - 2x6,5"" - 900W/60W - BAT.",429,190.29,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Bluetooth,Parlante Portátil,7798135512033,PARLANTE PORTÁTIL NEGRO MOONKI SOUND MO-L2077BT,1,63.81,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Bluetooth,Parlante Portátil,7798135512255,PARLANTE PORTÁTIL CAMUFLADO MOONKI SOUND MO-L2077BT/Y170PLUS,0,63.41,001-I.V.A. 21 %,01-DH.Principal Vtas.
MOONKI SOUND,Audio,Parlante Bluetooth,Parlante Portátil,7798135512385,PARLANTE PORTÁTIL NEGRO MOONKI SOUND MO-L2077BT-V2,1606,63.03,001-I.V.A. 21 %,01-DH.Principal Vtas.
